LAT,LON,VILLAGE,BD_JO_NOM_,DEF_TYPE,REPERTOIRE,ZS,AS_,PROVINCE,DISTRICT,TERRITOIRE,SECTEUR,GROUPEMENT,DATUM,COORDLATLO,TYPE_GPS,DATE_DATA,SOURCE_DAT,AS_N_DECOU,pVILLAGE,pVillageC,NC2000,NC2001,NC2002,NC2003,NC2004,NC2005,NC2006,NC2007,NC2008,NC2009,NC2010,NC2011,NC2012,totalCases
-4.71345,18.44594,BABA,BABA,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,BABA,BILOLO BABA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.70425,18.47711,BILOLO,BILOLO,CS,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,BILOLO,BILOLO BILOLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.68015,18.53069,CAMP KIANGA,CAMP KIANGA,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,CAMP KIANGA,BILOLO CAMP KIANGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.6848,18.49374,FERME KINDAMBI,FERME KINDAMBI (D),FERME,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,FERME KINDA,BILOLO FERME KINDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.70746,18.5234,FERME KINGULU,FERME KINGULU,FERME,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,FERME KINGU,BILOLO FERME KINGU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.71273,18.51831,FERME MALONDOLO,FERME MALONDOLO,FERME,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,FERME MALON,BILOLO FERME MALON,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.68869,18.50759,FERME MUYOKO,FERME MUYOKO,FERME,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,FERME MUYOK,BILOLO FERME MUYOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.71371,18.49691,FERME NGONGO,FERME NGONGO,FERME,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,FERME NGONG,BILOLO FERME NGONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.73076,18.44868,KASA,KASA,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KASA,BILOLO KASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.68345,18.51914,KIANGA,KIANGA,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KIANGA,BILOLO KIANGA,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-4.72271,18.46348,KIKONZI,KIKONZI (D),VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KIKONZI,BILOLO KIKONZI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.6878,18.51312,KILENGULA,KILENGULA,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KILENGULA,BILOLO KILENGULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.71854,18.5094,KIMBAYA II,KIMBAYA II,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KIMBAYA II,BILOLO KIMBAYA II,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.72736,18.50565,KIMONFO,KIMONFO,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KIMONFO,BILOLO KIMONFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.67115,18.52512,KIMPUTU VILLAGE,KIMPUTU VILLAGE,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KIMPUTU VIL,BILOLO KIMPUTU VIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.65752,18.53395,KINIMI/FERME MUWEDI,KINIMI/FERME MUWEDI,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KINIMI/FERM,BILOLO KINIMI/FERM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.72572,18.48356,KISAMBA/FERME KISAMBA,KISAMBA/FERME KISAMBA,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KISAMBA/FER,BILOLO KISAMBA/FER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.67665,18.51951,KITINDI I,KITINDI I,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KITINDI I,BILOLO KITINDI I,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.6739,18.52216,KITINDI II,KITINDI II,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KITINDI II,BILOLO KITINDI II,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.73054,18.45708,KIYAKA,KIYAKA,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,KIYAKA,BILOLO KIYAKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.70586,18.49212,MINGOMBO,MINGOMBO,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,MINGOMBO,BILOLO MINGOMBO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.69196,18.48973,MUNDONDO I/FERME MUNDONDO,MUNDONDO I/FERME MUNDONDO,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,MUNDONDO I/,BILOLO MUNDONDO I/,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.68737,18.49226,MUNDONDO II,MUNDONDO II,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,MUNDONDO II,BILOLO MUNDONDO II,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.70262,18.52607,MUWANGI,MUWANGI,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,MUWANGI,BILOLO MUWANGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.66514,18.53181,MUWEDI,MUWEDI (D),VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,MUWEDI,BILOLO MUWEDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.70741,18.49996,NZONDO,NZONDO,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,NZONDO,BILOLO NZONDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.71528,18.47164,PAROISSE BILOLO,PAROISSE BILOLO,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,PAROISSE BI,BILOLO PAROISSE BI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.71953,18.49275,SONGO,SONGO (D),VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,SONGO,BILOLO SONGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.70781,18.48965,TRANKIL,TRANKIL,VILLAGE,REPERTOIRE,BULUNGU,BILOLO,BANDUNDU,KWILU,BULUNGU,NKO,MBONGA KAKESA,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,BILOLO,TRANKIL,BILOLO TRANKIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.53689,18.59775,BULUNGU,CITE BULUNGU,HGR,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,SONGO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,BULUNGU,CBCO BULUNGU,0,0,0,0,2,8,4,7,1,5,3,0,1,31
-4.54694,18.59604,BULUNGU CBCO,BULUNGU CBCO,CS,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,SONGO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,BULUNGU CBC,CBCO BULUNGU CBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.55074,18.57245,FERME KIMBWASA,FERME KIMBWASA,FERME,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,MIWANZI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,FERME KIMBW,CBCO FERME KIMBW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.56503,18.57688,FERME KINDUWA,FERME KINDUWA,FERME,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,MIWANZI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,FERME KINDU,CBCO FERME KINDU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.55108,18.58027,FERME KINZIMBU (MUNDENDA),FERME KINZIMBU (MUNDENDA),FERME,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,MIWANZI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,FERME KINZI,CBCO FERME KINZI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.56083,18.60183,FERME MANIKISA,FERME MANIKISA,FERME,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,SONGO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,FERME MANIK,CBCO FERME MANIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.55387,18.57996,FERME MUSIWAMBA,FERME MUSIWAMBA,FERME,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,MIWANZI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,FERME MUSIW,CBCO FERME MUSIW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.55228,18.58245,FERME MUYOMBO,FERME MUYOMBO,FERME,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,SONGO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,FERME MUYOM,CBCO FERME MUYOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.56367,18.59901,FERME MWAMBA (MANZANGI),FERME MWAMBA (MANZANGI),FERME,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,SONGO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,FERME MWAMB,CBCO FERME MWAMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.55244,18.6008,LA POLICE,LA POLICE,PS,REPERTOIRE,BULUNGU,CBCO,BANDUNDU,KWILU,BULUNGU,LUNIUNGU,SONGO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,CBCO,LA POLICE,CBCO LA POLICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.49215,19.14583,CAMP KIMBANGUISTE EBAY,CAMP KIMBANGUISTE EBAY,VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,CAMP KIMBAN,EBAY CAMP KIMBAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.50255,19.14304,EBAY,EBAY (D1),CS,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,EBAY,EBAY EBAY,2,7,1,3,2,3,0,1,0,5,0,0,0,24
-4.48447,19.14638,EBAY VILLAGE,EBAY VILLAGE,VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,EBAY VILLAG,EBAY EBAY VILLAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.51898,19.10916,FERME PAPA PLACIDE,FERME PAPA PLACIDE,FERME,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,FERME PAPA,EBAY FERME PAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.50578,19.1383,FERME PAPA PROUST,FERME PAPA PROUST,FERME,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,FERME PAPA,EBAY FERME PAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.50067,19.19818,FERME PERE ODON,FERME PERE ODON,FERME,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,FERME PERE,EBAY FERME PERE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.49294,19.18962,IMPANGA,IMPANGA,VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,IMPANGA,EBAY IMPANGA,4,5,4,7,1,16,10,24,11,1,5,26,15,129
-4.51621,19.09882,LUBANGU I,LUBANGU I,VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,YAMBAU,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,LUBANGU I,EBAY LUBANGU I,2,4,0,4,0,0,0,0,2,1,0,8,5,26
-4.4586,19.1185,MATAMANKO I,MATAMANKO I,PS,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,MATAMANKO I,EBAY MATAMANKO I,0,19,3,1,5,1,0,0,0,2,1,0,0,32
-4.51673,19.10915,MATAMANKO II,MATAMANKO II,VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,MATAMANKO I,EBAY MATAMANKO I,0,19,3,1,5,1,0,0,0,2,1,0,0,32
-4.47634,19.2033,MAYILI,MAYILI (D1),VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,MAYILI,EBAY MAYILI,0,1,2,0,0,0,0,1,6,1,0,0,0,11
-4.50173,19.14812,MOSANGU,MOSANGU (D1),VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,MOSANGU,EBAY MOSANGU,10,19,3,6,2,14,12,13,5,5,6,0,1,96
-4.51585,19.1043,NDUNDU,NDUNDU,VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,YAMBAU,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,NDUNDU,EBAY NDUNDU,1,0,1,0,1,0,0,0,0,0,0,0,0,3
-4.48765,19.18131,NGIEME/MPASI MPAMBA,NGIEME/MPASI MPAMBA,VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,NGIEME/MPAS,EBAY NGIEME/MPAS,6,15,8,5,3,7,5,2,2,3,1,0,0,57
-4.49177,19.17159,TSHAMBANA,TSHAMBANA,VILLAGE,REPERTOIRE,BULUNGU,EBAY,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,MATAMANKO,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EBAY,TSHAMBANA,EBAY TSHAMBANA,0,1,1,1,1,2,2,4,2,4,2,25,0,45
-4.58121,19.18773,CAMP EP MPANGO/FERME MONGO,CAMP EP MPANGO/FERME MONGO,VILLAGE,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,CAMP EP MPA,EKUBI CAMP EP MPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.65662,19.15919,DAKAR,DAKAR,VILLAGE,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,DAKAR,EKUBI DAKAR,0,0,0,0,0,0,0,0,1,3,1,12,2,19
-4.56771,19.20147,EKUBI I,EKUBI I,CSR,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,EKUBI I,EKUBI EKUBI I,9,15,7,28,4,10,6,27,9,14,8,36,4,177
-4.54042,19.22076,EKUBI II,EKUBI II,VILLAGE,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,EKUBI II,EKUBI EKUBI II,8,7,2,3,0,0,3,39,10,13,0,48,0,133
-4.58267,19.17119,FERME BULOSO,FERME BULOSO,FERME,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,FERME BULOS,EKUBI FERME BULOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.60757,19.18564,FERME IBUL SANDA,FERME IBUL SANDA,FERME,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,FERME IBUL,EKUBI FERME IBUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.62815,19.19402,FERME IDUME,FERME IDUME,FERME,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,FERME IDUME,EKUBI FERME IDUME,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.59581,19.17945,FERME INKONO,FERME INKONO,FERME,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,FERME INKON,EKUBI FERME INKON,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.52194,19.25036,FERME KAMU FRERES,FERME KAMU FRERES,FERME,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,FERME KAMU,EKUBI FERME KAMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.57917,19.19177,FERME KATEMBE,FERME KATEMBE,FERME,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,FERME KATEM,EKUBI FERME KATEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.58623,19.20341,FERME KIKONGO,FERME KIKONGO (D1),FERME,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,FERME KIKON,EKUBI FERME KIKON,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-4.58467,19.16815,FERME TALALUTA,FERME TALALUTA,FERME,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,FERME TALAL,EKUBI FERME TALAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.58079,19.17612,MIKINGI,MIKINGI (D2),VILLAGE,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,MIKINGI,EKUBI MIKINGI,11,10,3,5,4,6,2,2,3,2,0,0,0,48
-4.58686,19.1953,MPANGO,MPANGO,PS,REPERTOIRE,BULUNGU,EKUBI,BANDUNDU,KWILU,BULUNGU,NIADI NKARA,EKUBI,WGS 1984,DECIMAL DEGREES,GARMIN GPS 60,NOVEMBRE 2008,PNLTHA-CTB,EKUBI,MPANGO,EKUBI MPANGO,0,4,0,3,2,2,1,8,1,1,1,0,1,24
