PROVINCE,ZS,AS_,OFFICIEL
KWILU,Bandundu,Basoko,oui
KWILU,Bandundu,Bekane,oui
KWILU,Bandundu,Bondeko,oui
KWILU,Bandundu,Camp Banku,oui
KWILU,Bandundu,CBCO,oui
KWILU,Bandundu,CEBU/BDD,oui
KWILU,Bandundu,Disasi,oui
KWILU,Bandundu,Kikior,oui
KWILU,Bandundu,Kimbanguiste,oui
KWILU,Bandundu,Lumbu,oui
KWILU,Bandundu,Lwani,oui
KWILU,Bandundu,Malebo,oui
KWILU,Bandundu,Matamba,oui
KWILU,Bandundu,Musaba,oui
KWILU,Bandundu,Mushie Pentane,oui
KWILU,Bandundu,Ndika-Ndika,oui
KWILU,Kikwit-Nord,Bongisa,oui
KWILU,Kikwit-Nord,CBCO Kikwit III,oui
KWILU,Kikwit-Nord,CEBIE Nzinda,oui
KWILU,Kikwit-Nord,Kilokoko,oui
KWILU,Kikwit-Nord,Sacré-Coeur,oui
KWILU,Kikwit-Nord,Lukolela,oui
KWILU,Kikwit-Nord,Lunia,oui
KWILU,Kikwit-Nord,Marché Kikwit III,oui
KWILU,Kikwit-Nord,Masamba,oui
KWILU,Kikwit-Nord,Nzinda I,oui
KWILU,Kikwit-Nord,Nzinda II,oui
KWILU,Kikwit-Nord,OMECO Kikwit III,oui
KWILU,Kikwit-Nord,Plateau I,oui
KWILU,Kikwit-Nord,Plateau II,oui
KWILU,Kikwit-Nord,Pont Kwilu,oui
KWILU,Kikwit-Nord,Sainte Marie,oui
KWILU,Kikwit-Nord,Saint François Xavie,oui
KWILU,Kikwit-Nord,Sabuka,oui
KWILU,Kikwit sud,Anciens Combattants,oui
KWILU,Kikwit sud,Boji,oui
KWILU,Kikwit sud,ETAC,oui
KWILU,Kikwit sud,Infra,oui
KWILU,Kikwit sud,Inga I,oui
KWILU,Kikwit sud,Inga II,oui
KWILU,Kikwit sud,Inongo,oui
KWILU,Kikwit sud,Kaggwa,oui
KWILU,Kikwit sud,Kanzombi,oui
KWILU,Kikwit sud,Kazamba,oui
KWILU,Kikwit sud,Kibangu,oui
KWILU,Kikwit sud,Kimpwanza,oui
KWILU,Kikwit sud,Kimvolo,oui
KWILU,Kikwit sud,Misengi,oui
KWILU,Kikwit sud,Mukasa,oui
KWILU,Kikwit sud,Mwanga Dibaya,oui
KWILU,Kikwit sud,Ngonga,oui
KWILU,Kikwit sud,Wenze,oui
KWILU,Bagata,Bagata,oui
KWILU,Bagata,Bangumi,oui
KWILU,Bagata,Beno,oui
KWILU,Bagata,Kama,oui
KWILU,Bagata,Kibimi,oui
KWILU,Bagata,Kimbandasay,oui
KWILU,Bagata,Kindongo,oui
KWILU,Bagata,Lukuey,oui
KWILU,Bagata,Mantiene,oui
KWILU,Bagata,Manzasay,oui
KWILU,Bagata,Mbaya-Lareme,oui
KWILU,Bagata,Moterensiene,oui
KWILU,Bagata,Mushuni,oui
KWILU,Bagata,Ndana,oui
KWILU,Bagata,Nta,oui
KWILU,Bagata,Ntober,oui
KWILU,Bagata,Sampier,oui
KWILU,Bagata,Siem-Siem,oui
KWILU,Kikongo,Fakwilu,oui
KWILU,Kikongo,Fambondo,oui
KWILU,Kikongo,Fankana,oui
KWILU,Kikongo,Fatundu,oui
KWILU,Kikongo,Kibwanga,oui
KWILU,Kikongo,Kikongo,oui
KWILU,Kikongo,Kimbay,oui
KWILU,Kikongo,Kindongo,oui
KWILU,Kikongo,Kinkosi,oui
KWILU,Kikongo,Kisia,oui
KWILU,Kikongo,Lunkuni,oui
KWILU,Kikongo,Matele,oui
KWILU,Kikongo,Mbonga,oui
KWILU,Kikongo,Mbulunkumbi,oui
KWILU,Kikongo,Misay,oui
KWILU,Kikongo,Mukula Nzadi,oui
KWILU,Kikongo,Mumbanda,oui
KWILU,Kikongo,Ngi,oui
KWILU,Kikongo,Nkwaya,oui
KWILU,Kikongo,Nsue,oui
KWILU,Sia,Bulu Nseke,oui
KWILU,Sia,Kibwadi Ley,oui
KWILU,Sia,Kinko,oui
KWILU,Sia,Kinzie,oui
KWILU,Sia,Kidzweme,oui
KWILU,Sia,Kipala Mabenga,oui
KWILU,Sia,Lukinga,oui
KWILU,Sia,Mabenga,oui
KWILU,Sia,Mbala,oui
KWILU,Sia,Mbalibi,oui
KWILU,Sia,Mbwasa,oui
KWILU,Sia,Mpo,oui
KWILU,Sia,Ndana,oui
KWILU,Sia,Ngelebanga,oui
KWILU,Sia,Nto,oui
KWILU,Sia,Panga,oui
KWILU,Sia,Panu,oui
KWILU,Sia,Pita,oui
KWILU,Sia,Pokasai,oui
KWILU,Sia,Sia,oui
KWILU,Bulungu,CBCO Bulungu,oui
KWILU,Bulungu,Ebay,oui
KWILU,Bulungu,Ekubi,oui
KWILU,Bulungu,Kazamba Pindi,oui
KWILU,Bulungu,Kiakia,oui
KWILU,Bulungu,Kiwutu,oui
KWILU,Bulungu,Kiyaka,oui
KWILU,Bulungu,Malunga,oui
KWILU,Bulungu,Mayala,oui
KWILU,Bulungu,Mayoko Niadi,oui
KWILU,Bulungu,Mbeni,oui
KWILU,Bulungu,Mitshakila,oui
KWILU,Bulungu,Mpene,oui
KWILU,Bulungu,Musenge,oui
KWILU,Bulungu,Mutoyi,oui
KWILU,Bulungu,Muyombo,oui
KWILU,Bulungu,Ndwiy,oui
KWILU,Bulungu,Ngandungala,oui
KWILU,Bulungu,Ngweme,oui
KWILU,Bulungu,Niadi,oui
KWILU,Bulungu,Nkara,oui
KWILU,Bulungu,Nko,oui
KWILU,Bulungu,Nsele,oui
KWILU,Bulungu,Pindi MC,oui
KWILU,Bulungu,Yambau,oui
KWILU,Djuma,Busala,oui
KWILU,Djuma,Djuma MC,oui
KWILU,Djuma,Dwe Nganga,oui
KWILU,Djuma,Eto Mubini,oui
KWILU,Djuma,Fumundjoko,oui
KWILU,Djuma,Kabala,oui
KWILU,Djuma,Kimbangula,oui
KWILU,Djuma,Kimbata village,oui
KWILU,Djuma,Kimpini,oui
KWILU,Djuma,Lareme,oui
KWILU,Djuma,Lubidi,oui
KWILU,Djuma,Lungama,oui
KWILU,Djuma,Luzubi,oui
KWILU,Djuma,Lwano,oui
KWILU,Djuma,Mayoko,oui
KWILU,Djuma,Mbala,oui
KWILU,Djuma,MC Dwe,oui
KWILU,Djuma,Miah,oui
KWILU,Djuma,Mikwi Secteur,oui
KWILU,Djuma,Moaka,oui
KWILU,Djuma,Molili,oui
KWILU,Djuma,Mubolo,oui
KWILU,Djuma,Mulashi,oui
KWILU,Djuma,Muyele Tango,oui
KWILU,Djuma,Muyene,oui
KWILU,Djuma,Ngunu,oui
KWILU,Djuma,Pukulu,oui
KWILU,Djuma,Sala,oui
KWILU,Lusanga,Bipangu,oui
KWILU,Lusanga,Bumba Katoto,oui
KWILU,Lusanga,Bumba Puta,oui
KWILU,Lusanga,Danda Mapungu,oui
KWILU,Lusanga,Imbongo,oui
KWILU,Lusanga,Iseme,oui
KWILU,Lusanga,Kakoy Etat,oui
KWILU,Lusanga,Kasoma,oui
KWILU,Lusanga,Kikamba,oui
KWILU,Lusanga,Kimbinga,oui
KWILU,Lusanga,Kimputu Nseke,oui
KWILU,Lusanga,Kindundu,oui
KWILU,Lusanga,Kinganga,oui
KWILU,Lusanga,Kinzambi,oui
KWILU,Lusanga,Kipuka,oui
KWILU,Lusanga,Kisala Kafumba,oui
KWILU,Lusanga,Kisala Mayoko,oui
KWILU,Lusanga,Kishiongo,oui
KWILU,Lusanga,Kwanga,oui
KWILU,Lusanga,Kwenge Kimafu,oui
KWILU,Lusanga,Kwenge PLC,oui
KWILU,Lusanga,Louis Palazzolo,oui
KWILU,Lusanga,Makungika,oui
KWILU,Lusanga,Mosenge,oui
KWILU,Lusanga,Mvunda,oui
KWILU,Lusanga,Samba,oui
KWILU,Lusanga,Soa,oui
KWILU,Lusanga,Tango Mango,oui
KWILU,Lusanga,Yelenge,oui
KWILU,Lusanga,Zanga,oui
KWILU,Vanga,Badi Mumbumba,oui
KWILU,Vanga,Belemiese,oui
KWILU,Vanga,Bengi,oui
KWILU,Vanga,Bilili,oui
KWILU,Vanga,Fatima,oui
KWILU,Vanga,Grand Port,oui
KWILU,Vanga,Kialu,oui
KWILU,Vanga,Kibongo BLG,oui
KWILU,Vanga,Kilunda,oui
KWILU,Vanga,Kimanu,oui
KWILU,Vanga,Kimbumbidi,oui
KWILU,Vanga,Kinzambi,oui
KWILU,Vanga,Kiyaka,oui
KWILU,Vanga,Lukala,oui
KWILU,Vanga,Luniungu,oui
KWILU,Vanga,Mayoko Musangu,oui
KWILU,Vanga,Mbamba,oui
KWILU,Vanga,Mbushi,oui
KWILU,Vanga,Milundu Nsia,oui
KWILU,Vanga,Mobu,oui
KWILU,Vanga,Moliambo,oui
KWILU,Vanga,Mukinzi,oui
KWILU,Vanga,Mupulu,oui
KWILU,Vanga,Ndunga,oui
KWILU,Vanga,Nsalu,oui
KWILU,Vanga,Vanga,oui
KWILU,Vanga,Zaba Kilunda,oui
KWILU,Vanga,Zaba Luniungu,oui
KWILU,Gungu,Bitshiambele,oui
KWILU,Gungu,Gungu I,oui
KWILU,Gungu,Gungu II,oui
KWILU,Gungu,Kakobola II,oui
KWILU,Gungu,Kakoy,oui
KWILU,Gungu,Kalumbu,oui
KWILU,Gungu,CMCO Kandale,oui
KWILU,Gungu,Kandale,oui
KWILU,Gungu,Kangu I,oui
KWILU,Gungu,Kangu II,oui
KWILU,Gungu,Kasanza Pondo,oui
KWILU,Gungu,Katelenge,oui
KWILU,Gungu,Kibaba,oui
KWILU,Gungu,Kibanda,oui
KWILU,Gungu,Kiefu,oui
KWILU,Gungu,Kingelema,oui
KWILU,Gungu,Kinji Longele,oui
KWILU,Gungu,Kobo,oui
KWILU,Gungu,Kongo,oui
KWILU,Gungu,Kwilu,oui
KWILU,Gungu,Lukunga,oui
KWILU,Gungu,Maseba,oui
KWILU,Gungu,Mbangi,oui
KWILU,Gungu,Mbondo Kibale,oui
KWILU,Gungu,Mukoso II,oui
KWILU,Gungu,Mukuku,oui
KWILU,Gungu,Mulopo,oui
KWILU,Gungu,Mundundu,oui
KWILU,Gungu,Mutombo Kangu,oui
KWILU,Gungu,Totshi,oui
KWILU,Kingandu,Dunguloso,oui
KWILU,Kingandu,Kahela,oui
KWILU,Kingandu,Kanganzadi,oui
KWILU,Kingandu,Kasanza,oui
KWILU,Kingandu,Katenda,oui
KWILU,Kingandu,Kikombo,oui
KWILU,Kingandu,Kimbimbi,oui
KWILU,Kingandu,Kindembe,oui
KWILU,Kingandu,Kindji Musanga,oui
KWILU,Kingandu,Kingwaya,oui
KWILU,Kingandu,Kipande,oui
KWILU,Kingandu,Kizungu Nzadi,oui
KWILU,Kingandu,Kulungu Nzadi,oui
KWILU,Kingandu,Mbanza Kikapa,oui
KWILU,Kingandu,Sese Kibinda,oui
KWILU,Kingandu,Sondji,oui
KWILU,Mukedi,Bundo,oui
KWILU,Mukedi,Dongo Selenge,oui
KWILU,Mukedi,Kalombo,oui
KWILU,Mukedi,Kangumba,oui
KWILU,Mukedi,Katamba,oui
KWILU,Mukedi,Kilembe Bushi,oui
KWILU,Mukedi,Kilembe MC,oui
KWILU,Mukedi,Kilundu,oui
KWILU,Mukedi,Kinga,oui
KWILU,Mukedi,Kinguba,oui
KWILU,Mukedi,Kinzamba I,oui
KWILU,Mukedi,Kipita,oui
KWILU,Mukedi,Kondo,oui
KWILU,Mukedi,Lozo-Kakese,oui
KWILU,Mukedi,Lozo-Munene,oui
KWILU,Mukedi,Luhelo,oui
KWILU,Mukedi,Matondo,oui
KWILU,Mukedi,Matshi,oui
KWILU,Mukedi,Mujima,oui
KWILU,Mukedi,Mukedi,oui
KWILU,Mukedi,Musanga Lubwe,oui
KWILU,Mukedi,Ngashi-Dibaya,oui
KWILU,Mukedi,Ngashi-MC,oui
KWILU,Mukedi,Ngudi,oui
KWILU,Mukedi,Nioka-Kakese,oui
KWILU,Mungindu,Aten,oui
KWILU,Mungindu,Bondo,oui
KWILU,Mungindu,Bushi,oui
KWILU,Mungindu,Indela,oui
KWILU,Mungindu,Isbuma,oui
KWILU,Mungindu,Kakobola,oui
KWILU,Mungindu,Katembo,oui
KWILU,Mungindu,Kikandji,oui
KWILU,Mungindu,Kilamba,oui
KWILU,Mungindu,Kiniama,oui
KWILU,Mungindu,Kitambwe I,oui
KWILU,Mungindu,Lukamba,oui
KWILU,Mungindu,Malunga,oui
KWILU,Mungindu,Mulwa,oui
KWILU,Mungindu,Mungindu,oui
KWILU,Mungindu,Niekenene,oui
KWILU,Mungindu,Panaf,oui
KWILU,Idiofa,Banga Banga,oui
KWILU,Idiofa,Bembele,oui
KWILU,Idiofa,Bitshambele,oui
KWILU,Idiofa,Bundjimbila,oui
KWILU,Idiofa,Ebaa,oui
KWILU,Idiofa,Ifwanzondo,oui
KWILU,Idiofa,Impanga,oui
KWILU,Idiofa,Impini Ingundu,oui
KWILU,Idiofa,Bwalenge,oui
KWILU,Idiofa,Intswem Orphelinat,oui
KWILU,Idiofa,Isengi,oui
KWILU,Idiofa,Iwungu Nsamba,oui
KWILU,Idiofa,Kalanganda,oui
KWILU,Idiofa,Kanga,oui
KWILU,Idiofa,Kimpata Eko,oui
KWILU,Idiofa,Kimpata Nkoy,oui
KWILU,Idiofa,Kingambo,oui
KWILU,Idiofa,Luvuji,oui
KWILU,Idiofa,Manding,oui
KWILU,Idiofa,Mapela,oui
KWILU,Idiofa,Mayanda,oui
KWILU,Idiofa,Mbangi,oui
KWILU,Idiofa,Mikungu,oui
KWILU,Idiofa,Musenge Mputu,oui
KWILU,Idiofa,Mwilambongo Village,oui
KWILU,Idiofa,Ndungu,oui
KWILU,Idiofa,Saint Kizito,oui
KWILU,Idiofa,Saint Lwanga,oui
KWILU,Idiofa,Yassa Lokwa,oui
KWILU,Idiofa,Yassa Miwunu,oui
KWILU,Ipamu,Banku Muna,oui
KWILU,Ipamu,Bansione,oui
KWILU,Ipamu,Dibaya Lubwe II,oui
KWILU,Ipamu,Dibaya Etat,oui
KWILU,Ipamu,Dibaya Paroisse,oui
KWILU,Ipamu,Dibaya Port,oui
KWILU,Ipamu,Ipamu,oui
KWILU,Ipamu,Kasangunda,oui
KWILU,Ipamu,Kintswa,oui
KWILU,Ipamu,Kibwadu,oui
KWILU,Ipamu,Koreama,oui
KWILU,Ipamu,Laba Central,oui
KWILU,Ipamu,Laba Impini,oui
KWILU,Ipamu,Lakas,oui
KWILU,Ipamu,Mangai Etat,oui
KWILU,Ipamu,Mangai II,oui
KWILU,Ipamu,Mangai C. Kimbing,oui
KWILU,Ipamu,Mangai Paroisse,oui
KWILU,Ipamu,Mangai Sainte Famille,oui
KWILU,Ipamu,Mukoko,oui
KWILU,Ipamu,Ngulungu,oui
KWILU,Ipamu,Nsong Ntor,oui
KWILU,Ipamu,Pangu,oui
KWILU,kimputu,Bur Aux,oui
KWILU,kimputu,Bulwem,oui
KWILU,kimputu,Ebiala Kandolo,oui
KWILU,kimputu,Ebubu,oui
KWILU,kimputu,Elanga,oui
KWILU,kimputu,Impasi,oui
KWILU,kimputu,Itere Mbang,oui
KWILU,kimputu,Ebay Mukung,oui
KWILU,kimputu,Intswem Ebay,oui
KWILU,kimputu,Intswem Mukon,oui
KWILU,kimputu,Kalanganda,oui
KWILU,kimputu,Kimputu,oui
KWILU,kimputu,Kintswa Mfinda,oui
KWILU,kimputu,Lad Zum,oui
KWILU,kimputu,Lwele,oui
KWILU,kimputu,Lwem,oui
KWILU,kimputu,Makubi,oui
KWILU,kimputu,Mayungu,oui
KWILU,kimputu,Mbeo,oui
KWILU,kimputu,Mosengo Monene,oui
KWILU,kimputu,Ngoso,oui
KWILU,kimputu,Nsimasie,oui
KWILU,kimputu,Tshene,oui
KWILU,kimputu,Zulubanga,oui
KWILU,Koshibanda,Balaka,oui
KWILU,Koshibanda,Bamba,oui
KWILU,Koshibanda,Banda,oui
KWILU,Koshibanda,Belo Mission,oui
KWILU,Koshibanda,Belo Shimuna,oui
KWILU,Koshibanda,Benzi,oui
KWILU,Koshibanda,Bombi Kapo,oui
KWILU,Koshibanda,Gombe,oui
KWILU,Koshibanda,Iyanga Bindi,oui
KWILU,Koshibanda,Kalapembe,oui
KWILU,Koshibanda,Kipuku,oui
KWILU,Koshibanda,Koshibanda,oui
KWILU,Koshibanda,Luende,oui
KWILU,Koshibanda,Luka,oui
KWILU,Koshibanda,Madimbi,oui
KWILU,Koshibanda,Mangala Ngongo,oui
KWILU,Koshibanda,Mikano,oui
KWILU,Koshibanda,Mingandji,oui
KWILU,Koshibanda,Misangi,oui
KWILU,Koshibanda,Mungay,oui
KWILU,Koshibanda,Musenge B.,oui
KWILU,Koshibanda,Musenge K.,oui
KWILU,Koshibanda,Mwabo,oui
KWILU,Koshibanda,Nsim Bawongo,oui
KWILU,Koshibanda,Yassa Pende,oui
KWILU,Masi-Manimba,Bibamba,oui
KWILU,Masi-Manimba,Bibondi,oui
KWILU,Masi-Manimba,Bimbembo,oui
KWILU,Masi-Manimba,Kangamiesi,oui
KWILU,Masi-Manimba,Kialu Mikunzi,oui
KWILU,Masi-Manimba,Kifunga,oui
KWILU,Masi-Manimba,Kindinga,oui
KWILU,Masi-Manimba,Kinzenga,oui
KWILU,Masi-Manimba,Kitsamanga,oui
KWILU,Masi-Manimba,Kiwawa,oui
KWILU,Masi-Manimba,Lukula,oui
KWILU,Masi-Manimba,Lumbi,oui
KWILU,Masi-Manimba,Lunga,oui
KWILU,Masi-Manimba,Masamuna,oui
KWILU,Masi-Manimba,Mayoyo,oui
KWILU,Masi-Manimba,Mudingongo,oui
KWILU,Masi-Manimba,Nzombi,oui
KWILU,Masi-Manimba,Yoshi,oui
KWILU,Moanza,Bindungi,oui
KWILU,Moanza,Kabanda,oui
KWILU,Moanza,Kibangu,oui
KWILU,Moanza,Kibwila,oui
KWILU,Moanza,Kimwela Kwati,oui
KWILU,Moanza,Kingola,oui
KWILU,Moanza,Kingongo,oui
KWILU,Moanza,Kinguendi,oui
KWILU,Moanza,Kingungi,oui
KWILU,Moanza,Kingungu,oui
KWILU,Moanza,Kinzioto,oui
KWILU,Moanza,Kisala,oui
KWILU,Moanza,Kitubu,oui
KWILU,Moanza,Mala,oui
KWILU,Moanza,Mangulu Kanza,oui
KWILU,Moanza,Maniama,oui
KWILU,Moanza,Mbenga,oui
KWILU,Moanza,Mosambo,oui
KWILU,Moanza,Mutubu,oui
KWILU,Moanza,Vuanga,oui
KWILU,Mokala,Bikoko,oui
KWILU,Mokala,Eolo,oui
KWILU,Mokala,Jaku,oui
KWILU,Mokala,Kalo,oui
KWILU,Mokala,Kindwa,oui
KWILU,Mokala,Kinkono,oui
KWILU,Mokala,Kio,oui
KWILU,Mokala,Longwama,oui
KWILU,Mokala,Mateko Kivuvu,oui
KWILU,Mokala,Mateko Etat,oui
KWILU,Mokala,Makanga,oui
KWILU,Mokala,Mbala,oui
KWILU,Mokala,Mbongi,oui
KWILU,Mokala,Mobini,oui
KWILU,Mokala,Mokala,oui
KWILU,Mokala,Musele,oui
KWILU,Mokala,Muzo,oui
KWILU,Mokala,Nianga,oui
KWILU,Mokala,Nseke Mputu,oui
KWILU,Mokala,Nsenge Nsenge,oui
KWILU,Mokala,Panu CBCO,oui
KWILU,Mokala,Panu Cite,oui
KWILU,Mokala,Panu Sumbu,oui
KWILU,Mokala,Pio-Pio,oui
KWILU,Mokala,Sedzo,oui
KWILU,Mosango,Kasay,oui
KWILU,Mosango,Kipwanga,oui
KWILU,Mosango,Kinzamba,oui
KWILU,Mosango,Kinzamba II,oui
KWILU,Mosango,Kinzanda,oui
KWILU,Mosango,Kinzenzengo,oui
KWILU,Mosango,Kipembe,oui
KWILU,Mosango,Kitambo,oui
KWILU,Mosango,Kumbi Mbwana,oui
KWILU,Mosango,Mangungu,oui
KWILU,Mosango,Mosango,oui
KWILU,Mosango,Mudiambu,oui
KWILU,Mosango,Muluma,oui
KWILU,Mosango,Tomikia,oui
KWILU,Mosango,Muwanda koso,oui
KWILU,Mosango,Yenzi,oui
KWILU,Pay Kongila,Kasoma,oui
KWILU,Pay Kongila,Kazamba Ngwa,oui
KWILU,Pay Kongila,Kibeti,oui
KWILU,Pay Kongila,Kikumbi,oui
KWILU,Pay Kongila,Kimbekele,oui
KWILU,Pay Kongila,Kimbilangundu,oui
KWILU,Pay Kongila,Kimbwalu,oui
KWILU,Pay Kongila,Kingola,oui
KWILU,Pay Kongila,Kingulu,oui
KWILU,Pay Kongila,Kipalanka,oui
KWILU,Pay Kongila,Kipungu,oui
KWILU,Pay Kongila,Kisamba,oui
KWILU,Pay Kongila,Kisumbu,oui
KWILU,Pay Kongila,Kola,oui
KWILU,Pay Kongila,Kulungusiki,oui
KWILU,Pay Kongila,Mbamba,oui
KWILU,Pay Kongila,Minzimba,oui
KWILU,Pay Kongila,Mungulu,oui
KWILU,Pay Kongila,Pay,oui
KWILU,Pay Kongila,Peshi,oui
KWILU,Pay Kongila,Sungu,oui
KWILU,Yasa-Bonga,Bengi,oui
KWILU,Yasa-Bonga,Bilili,oui
KWILU,Yasa-Bonga,Buseke,oui
KWILU,Yasa-Bonga,Dunda,oui
KWILU,Yasa-Bonga,Fula,oui
KWILU,Yasa-Bonga,Kiamfu,oui
KWILU,Yasa-Bonga,Kimbinga,oui
KWILU,Yasa-Bonga,Kimbwayamu,oui
KWILU,Yasa-Bonga,Kitoy,oui
KWILU,Yasa-Bonga,Kwaya,oui
KWILU,Yasa-Bonga,Lulau,oui
KWILU,Yasa-Bonga,Luwanga,oui
KWILU,Yasa-Bonga,Mandondo,oui
KWILU,Yasa-Bonga,Mbanza Gobari,oui
KWILU,Yasa-Bonga,Mbanza Wamba,oui
KWILU,Yasa-Bonga,Kimburi,oui
KWILU,Yasa-Bonga,Kimputu,oui
KWILU,Yasa-Bonga,Kina Kaboba,oui
KWILU,Yasa-Bonga,Mbanza Mfumu Nkento,oui
KWILU,Yasa-Bonga,Mukengi,oui
KWILU,Yasa-Bonga,Pelo Kumbi,oui
KWILU,Yasa-Bonga,Yasa,oui
MAI - NDOMBE,Inongo,Bakele,oui
MAI - NDOMBE,Inongo,Beengo,oui
MAI - NDOMBE,Inongo,Belembe,oui
MAI - NDOMBE,Inongo,Betumbe,oui
MAI - NDOMBE,Inongo,Bokotokili,oui
MAI - NDOMBE,Inongo,Boliyangwa,oui
MAI - NDOMBE,Inongo,Botaka,oui
MAI - NDOMBE,Inongo,Ibeke Bolia,oui
MAI - NDOMBE,Inongo,Ibenga,oui
MAI - NDOMBE,Inongo,Isanga Bokote,oui
MAI - NDOMBE,Inongo,Isanga Ibali,oui
MAI - NDOMBE,Inongo,Isongo,oui
MAI - NDOMBE,Inongo,Itito,oui
MAI - NDOMBE,Inongo,Kesenge,oui
MAI - NDOMBE,Inongo,Likwangola,oui
MAI - NDOMBE,Inongo,Lobeke,oui
MAI - NDOMBE,Inongo,Lokanga,oui
MAI - NDOMBE,Inongo,Lombe,oui
MAI - NDOMBE,Inongo,Mama Yaka,oui
MAI - NDOMBE,Inongo,Mbala,oui
MAI - NDOMBE,Inongo,Mbale,oui
MAI - NDOMBE,Inongo,Mbelo,oui
MAI - NDOMBE,Inongo,Mbusempoto,oui
MAI - NDOMBE,Inongo,Mbuye,oui
MAI - NDOMBE,Inongo,Mombilanga,oui
MAI - NDOMBE,Inongo,Mombokonda,oui
MAI - NDOMBE,Inongo,Mpanza,oui
MAI - NDOMBE,Inongo,Mpolo,oui
MAI - NDOMBE,Inongo,Ndongese,oui
MAI - NDOMBE,Inongo,Ngongiyembe,oui
MAI - NDOMBE,Inongo,Nkolobeke,oui
MAI - NDOMBE,Inongo,Nsaw,oui
MAI - NDOMBE,Inongo,Nselenge,oui
MAI - NDOMBE,Inongo,Weti,oui
MAI - NDOMBE,Ntandembelo,Bokoli,oui
MAI - NDOMBE,Ntandembelo,Bosako,oui
MAI - NDOMBE,Ntandembelo,Boyanga,oui
MAI - NDOMBE,Ntandembelo,Elongo,oui
MAI - NDOMBE,Ntandembelo,Epokenkaso,oui
MAI - NDOMBE,Ntandembelo,Ibanda,oui
MAI - NDOMBE,Ntandembelo,Ikenze,oui
MAI - NDOMBE,Ntandembelo,Ikonya,oui
MAI - NDOMBE,Ntandembelo,Lonio,oui
MAI - NDOMBE,Ntandembelo,Maliba,oui
MAI - NDOMBE,Ntandembelo,Mankakiti,oui
MAI - NDOMBE,Ntandembelo,Mipale,oui
MAI - NDOMBE,Ntandembelo,Misilo,oui
MAI - NDOMBE,Ntandembelo,Mpole,oui
MAI - NDOMBE,Ntandembelo,Nsingi,oui
MAI - NDOMBE,Ntandembelo,Nsondia,oui
MAI - NDOMBE,Ntandembelo,Ntandembelo I,oui
MAI - NDOMBE,Ntandembelo,Ntandembelo II,oui
MAI - NDOMBE,Bandjwo Moke,Banzow Moke,oui
MAI - NDOMBE,Bandjwo Moke,Banzow Monene,oui
MAI - NDOMBE,Bandjwo Moke,Basimba,oui
MAI - NDOMBE,Bandjwo Moke,Bokote,oui
MAI - NDOMBE,Bandjwo Moke,Bolondo Nkanza,oui
MAI - NDOMBE,Bandjwo Moke,Boondo,oui
MAI - NDOMBE,Bandjwo Moke,Ibamba,oui
MAI - NDOMBE,Bandjwo Moke,Kundo,oui
MAI - NDOMBE,Bandjwo Moke,Mekiri,oui
MAI - NDOMBE,Bandjwo Moke,Mongempongo,oui
MAI - NDOMBE,Bandjwo Moke,Mpili,oui
MAI - NDOMBE,Bandjwo Moke,Ngomelenge,oui
MAI - NDOMBE,Bandjwo Moke,Ngongo Basengele,oui
MAI - NDOMBE,Bandjwo Moke,Nkala,oui
MAI - NDOMBE,Bandjwo Moke,Ntande Mpenge,oui
MAI - NDOMBE,Bandjwo Moke,Ntande Ngomo,oui
MAI - NDOMBE,Bandjwo Moke,Ntumbe,oui
MAI - NDOMBE,Kiri,Baambe,oui
MAI - NDOMBE,Kiri,Bebongo,oui
MAI - NDOMBE,Kiri,Beronge,oui
MAI - NDOMBE,Kiri,Bobeke,oui
MAI - NDOMBE,Kiri,Bokala,oui
MAI - NDOMBE,Kiri,Bokoli,oui
MAI - NDOMBE,Kiri,Bolongoweti,oui
MAI - NDOMBE,Kiri,Bompombo,oui
MAI - NDOMBE,Kiri,Bosawu,oui
MAI - NDOMBE,Kiri,Duelo,oui
MAI - NDOMBE,Kiri,Ebanza,oui
MAI - NDOMBE,Kiri,Ibamba Bolongo,oui
MAI - NDOMBE,Kiri,Ibeke,oui
MAI - NDOMBE,Kiri,Ilangasongo,oui
MAI - NDOMBE,Kiri,Ilungu,oui
MAI - NDOMBE,Kiri,Ireko,oui
MAI - NDOMBE,Kiri,Kiri,oui
MAI - NDOMBE,Kiri,Lokololi,oui
MAI - NDOMBE,Kiri,Makanza,oui
MAI - NDOMBE,Kiri,Mbetenkoy,oui
MAI - NDOMBE,Kiri,Ngali,oui
MAI - NDOMBE,Kiri,Ngedibanda,oui
MAI - NDOMBE,Kiri,Ngelebeke,oui
MAI - NDOMBE,Kiri,Nkoto,oui
MAI - NDOMBE,Kiri,Nkile,oui
MAI - NDOMBE,Kiri,Nzobe,oui
MAI - NDOMBE,Pendjwa,Bengolo,oui
MAI - NDOMBE,Pendjwa,Ikongo,oui
MAI - NDOMBE,Pendjwa,Ikoyo,oui
MAI - NDOMBE,Pendjwa,Imenge,oui
MAI - NDOMBE,Pendjwa,Itendo,oui
MAI - NDOMBE,Pendjwa,Iyembe Ekongo,oui
MAI - NDOMBE,Pendjwa,Iyembe Makanza,oui
MAI - NDOMBE,Pendjwa,Lokokoloko,oui
MAI - NDOMBE,Pendjwa,Mbunga,oui
MAI - NDOMBE,Pendjwa,Mogero,oui
MAI - NDOMBE,Pendjwa,Mokomu,oui
