PROVINCE,ZS,AS_,OFFICIEL
MAI - NDOMBE,Pendjwa,Molele,oui
MAI - NDOMBE,Pendjwa,Momboyo,oui
MAI - NDOMBE,Pendjwa,Monio,oui
MAI - NDOMBE,Pendjwa,Nzale,oui
MAI - NDOMBE,Pendjwa,Pendjwa,oui
MAI - NDOMBE,Bokoro,Bien,oui
MAI - NDOMBE,Bokoro,Bokoro,oui
MAI - NDOMBE,Bokoro,Bokungu,oui
MAI - NDOMBE,Bokoro,Bomo,oui
MAI - NDOMBE,Bokoro,Botemola,oui
MAI - NDOMBE,Bokoro,Boyon,oui
MAI - NDOMBE,Bokoro,Elombe,oui
MAI - NDOMBE,Bokoro,Esakambole,oui
MAI - NDOMBE,Bokoro,Ipeke,oui
MAI - NDOMBE,Bokoro,Kemba-Lelaw,oui
MAI - NDOMBE,Bokoro,Kemba Secteur,oui
MAI - NDOMBE,Bokoro,Kempimpi,oui
MAI - NDOMBE,Bokoro,Kutu Central,oui
MAI - NDOMBE,Bokoro,Kutu Lumumba,oui
MAI - NDOMBE,Bokoro,Luna,oui
MAI - NDOMBE,Bokoro,Makaw,oui
MAI - NDOMBE,Bokoro,Mokila Kasai,oui
MAI - NDOMBE,Bokoro,Motangiri,oui
MAI - NDOMBE,Bokoro,Ndjampie,oui
MAI - NDOMBE,Bokoro,Nsanga Nsanga,oui
MAI - NDOMBE,Bokoro,Nsekesiri,oui
MAI - NDOMBE,Bokoro,Semendwa CEBU,oui
MAI - NDOMBE,Bokoro,Semendwa Cite,oui
MAI - NDOMBE,Bokoro,Tolo I,oui
MAI - NDOMBE,Bokoro,Tolo II,oui
MAI - NDOMBE,Bokoro,Vuna,oui
MAI - NDOMBE,Bosobe,Bamada,oui
MAI - NDOMBE,Bosobe,Bobo CK,oui
MAI - NDOMBE,Bosobe,Bosobe,oui
MAI - NDOMBE,Bosobe,Camp Lemba,oui
MAI - NDOMBE,Bosobe,Dungu,oui
MAI - NDOMBE,Bosobe,Enkutu,oui
MAI - NDOMBE,Bosobe,Iboto,oui
MAI - NDOMBE,Bosobe,Ikwelesa,oui
MAI - NDOMBE,Bosobe,Kilima,oui
MAI - NDOMBE,Bosobe,Likwangola,oui
MAI - NDOMBE,Bosobe,Mbien,oui
MAI - NDOMBE,Bosobe,Mpanda Lukeni,oui
MAI - NDOMBE,Bosobe,Ndojime,oui
MAI - NDOMBE,Bosobe,Sebie,oui
MAI - NDOMBE,Bosobe,Selekoko,oui
MAI - NDOMBE,Bosobe,Semaza,oui
MAI - NDOMBE,Bosobe,Semondane,oui
MAI - NDOMBE,Bosobe,Sementoko,oui
MAI - NDOMBE,Bosobe,Tampiete,oui
MAI - NDOMBE,Bosobe,Tenele,oui
MAI - NDOMBE,Nioki,Bendela,oui
MAI - NDOMBE,Nioki,Cebu,oui
MAI - NDOMBE,Nioki,Dwakombe,oui
MAI - NDOMBE,Nioki,Frigo,oui
MAI - NDOMBE,Nioki,Inunu,oui
MAI - NDOMBE,Nioki,Isaka,oui
MAI - NDOMBE,Nioki,Isaka Kibambili,oui
MAI - NDOMBE,Nioki,Kengubu,oui
MAI - NDOMBE,Nioki,Kibambili,oui
MAI - NDOMBE,Nioki,Kiemu,oui
MAI - NDOMBE,Nioki,Konkia,oui
MAI - NDOMBE,Nioki,Leba,oui
MAI - NDOMBE,Nioki,Lebama,oui
MAI - NDOMBE,Nioki,Mabala Kasaï,oui
MAI - NDOMBE,Nioki,Mabala,oui
MAI - NDOMBE,Nioki,Mokieli,oui
MAI - NDOMBE,Nioki,Mongobele Cité,oui
MAI - NDOMBE,Nioki,Mongobele Etat,oui
MAI - NDOMBE,Nioki,Mongobele Bondj,oui
MAI - NDOMBE,Nioki,Ngievuo,oui
MAI - NDOMBE,Nioki,Ngolo,oui
MAI - NDOMBE,Nioki,Ntsuni,oui
MAI - NDOMBE,Nioki,Sabena,oui
MAI - NDOMBE,Mimia,Bisenge Batua,oui
MAI - NDOMBE,Mimia,Boleko,oui
MAI - NDOMBE,Mimia,Bompombo,oui
MAI - NDOMBE,Mimia,Bonkonko,oui
MAI - NDOMBE,Mimia,Ipope,oui
MAI - NDOMBE,Mimia,Lokolama I,oui
MAI - NDOMBE,Mimia,Lokolama II,oui
MAI - NDOMBE,Mimia,Mantantale,oui
MAI - NDOMBE,Mimia,Mimia,oui
MAI - NDOMBE,Mimia,Munza,oui
MAI - NDOMBE,Mimia,Nkawu,oui
MAI - NDOMBE,Mimia,Nongenturi,oui
MAI - NDOMBE,Mimia,Nsese,oui
MAI - NDOMBE,Mimia,Nyanzale,oui
MAI - NDOMBE,Oshwe,Bayelo,oui
MAI - NDOMBE,Oshwe,NDF Oshwe,oui
MAI - NDOMBE,Oshwe,Bena Bendi,oui
MAI - NDOMBE,Oshwe,Bisenge Batito,oui
MAI - NDOMBE,Oshwe,Bombole,oui
MAI - NDOMBE,Oshwe,Bongimba Etat,oui
MAI - NDOMBE,Oshwe,Elikya Oshwe,oui
MAI - NDOMBE,Oshwe,Cebu Oshwe,oui
MAI - NDOMBE,Oshwe,Danzer,oui
MAI - NDOMBE,Oshwe,Ekwayolo,oui
MAI - NDOMBE,Oshwe,Ikala CB,oui
MAI - NDOMBE,Oshwe,Ikala MB,oui
MAI - NDOMBE,Oshwe,Ilanga Nkole,oui
MAI - NDOMBE,Oshwe,Ilongo,oui
MAI - NDOMBE,Oshwe,Indolo,oui
MAI - NDOMBE,Oshwe,Ipaki,oui
MAI - NDOMBE,Oshwe,Iyenga,oui
MAI - NDOMBE,Oshwe,Kangara,oui
MAI - NDOMBE,Oshwe,Luanema,oui
MAI - NDOMBE,Oshwe,Mahieu,oui
MAI - NDOMBE,Oshwe,Malembe,oui
MAI - NDOMBE,Oshwe,Nkole Nkema,oui
MAI - NDOMBE,Oshwe,Nkole Etat,oui
MAI - NDOMBE,Oshwe,Nongempela,oui
MAI - NDOMBE,Oshwe,Nongenzale,oui
MAI - NDOMBE,Oshwe,Popombo,oui
MAI - NDOMBE,Oshwe,Taketa Mission,oui
MAI - NDOMBE,Oshwe,UPDC/Oshwe,oui
MAI - NDOMBE,Oshwe,Wambia,oui
MAI - NDOMBE,Oshwe,Yuki Ngolo,oui
MAI - NDOMBE,Bolobo,Biangala,oui
MAI - NDOMBE,Bolobo,Bodzo,oui
MAI - NDOMBE,Bolobo,Bonzongo,oui
MAI - NDOMBE,Bolobo,Botanankasa,oui
MAI - NDOMBE,Bolobo,Boyambola,oui
MAI - NDOMBE,Bolobo,Embu,oui
MAI - NDOMBE,Bolobo,Endala,oui
MAI - NDOMBE,Bolobo,Etebe,oui
MAI - NDOMBE,Bolobo,Lebo,oui
MAI - NDOMBE,Bolobo,Lediba,oui
MAI - NDOMBE,Bolobo,Mankanza,oui
MAI - NDOMBE,Bolobo,Mantuka,oui
MAI - NDOMBE,Bolobo,Mbee,oui
MAI - NDOMBE,Bolobo,Mbomo,oui
MAI - NDOMBE,Bolobo,Mobutu,oui
MAI - NDOMBE,Bolobo,Mokele,oui
MAI - NDOMBE,Bolobo,Mompulenge,oui
MAI - NDOMBE,Bolobo,Montsundi,oui
MAI - NDOMBE,Bolobo,Moseno,oui
MAI - NDOMBE,Bolobo,Ndwa Batende,oui
MAI - NDOMBE,Bolobo,Ndwa Bateke,oui
MAI - NDOMBE,Bolobo,Nkoo,oui
MAI - NDOMBE,Bolobo,Osamokolo,oui
MAI - NDOMBE,Bolobo,Tshuma,oui
MAI - NDOMBE,Bolobo,Tshumbiri,oui
MAI - NDOMBE,Kwamouth,Bisengo,oui
MAI - NDOMBE,Kwamouth,Bishala,oui
MAI - NDOMBE,Kwamouth,Bokala,oui
MAI - NDOMBE,Kwamouth,Boku,oui
MAI - NDOMBE,Kwamouth,Botulu,oui
MAI - NDOMBE,Kwamouth,Dikanda,oui
MAI - NDOMBE,Kwamouth,Empunu,oui
MAI - NDOMBE,Kwamouth,Fadiaka,oui
MAI - NDOMBE,Kwamouth,Itubi,oui
MAI - NDOMBE,Kwamouth,Kimangunu,oui
MAI - NDOMBE,Kwamouth,Maimpili,oui
MAI - NDOMBE,Kwamouth,Masiakwa,oui
MAI - NDOMBE,Kwamouth,Masiambio,oui
MAI - NDOMBE,Kwamouth,Meko,oui
MAI - NDOMBE,Kwamouth,Menkwo,oui
MAI - NDOMBE,Kwamouth,Mfumu Nzale,oui
MAI - NDOMBE,Kwamouth,Mpoli,oui
MAI - NDOMBE,Kwamouth,Mutswetu,oui
MAI - NDOMBE,Kwamouth,Ngambomi,oui
MAI - NDOMBE,Kwamouth,Nkana,oui
MAI - NDOMBE,Kwamouth,Salongo,oui
MAI - NDOMBE,Mushie,Bolebe,oui
MAI - NDOMBE,Mushie,Bompensole,oui
MAI - NDOMBE,Mushie,Bopaka,oui
MAI - NDOMBE,Mushie,Bosiki,oui
MAI - NDOMBE,Mushie,Ibaa,oui
MAI - NDOMBE,Mushie,Ibole,oui
MAI - NDOMBE,Mushie,Ikili,oui
MAI - NDOMBE,Mushie,Isali,oui
MAI - NDOMBE,Mushie,Izeli,oui
MAI - NDOMBE,Mushie,Kentale,oui
MAI - NDOMBE,Mushie,Lobobi,oui
MAI - NDOMBE,Mushie,Maseke I,oui
MAI - NDOMBE,Mushie,Mbali,oui
MAI - NDOMBE,Mushie,Mpaa,oui
MAI - NDOMBE,Mushie,Mpee,oui
MAI - NDOMBE,Mushie,Mushie Cité,oui
MAI - NDOMBE,Mushie,Ndjokele,oui
MAI - NDOMBE,Mushie,Nsenu,oui
MAI - NDOMBE,Mushie,Nzinzi,oui
MAI - NDOMBE,Mushie,Sacré Coeur,oui
MAI - NDOMBE,Mushie,Sendeke,oui
MAI - NDOMBE,Yumbi,Bokalakala,oui
MAI - NDOMBE,Yumbi,Bolu,oui
MAI - NDOMBE,Yumbi,Bombolimboka,oui
MAI - NDOMBE,Yumbi,Bongende,oui
MAI - NDOMBE,Yumbi,Boponga,oui
MAI - NDOMBE,Yumbi,Kidiki,oui
MAI - NDOMBE,Yumbi,Kimbeke,oui
MAI - NDOMBE,Yumbi,Likolo CBFC,oui
MAI - NDOMBE,Yumbi,Mansele,oui
MAI - NDOMBE,Yumbi,Molende,oui
MAI - NDOMBE,Yumbi,Mongama,oui
MAI - NDOMBE,Yumbi,Mpoko,oui
MAI - NDOMBE,Yumbi,Nganya,oui
MAI - NDOMBE,Yumbi,Ngoo,oui
MAI - NDOMBE,Yumbi,Nkolo Yoka,oui
MAI - NDOMBE,Yumbi,Yumbi MC,oui
KWANGO,Feshi,Feshi,oui
KWANGO,Feshi,Kabunda,oui
KWANGO,Feshi,Kahoka,oui
KWANGO,Feshi,Kimbongo,oui
KWANGO,Feshi,Lobo,oui
KWANGO,Feshi,Mabaya,oui
KWANGO,Feshi,Mafishi,oui
KWANGO,Feshi,Maziamo,oui
KWANGO,Feshi,Mbumba,oui
KWANGO,Feshi,Mumbanda,oui
KWANGO,Feshi,Mutangu Tari,oui
KWANGO,Feshi,Shatungushi,oui
KWANGO,Feshi,Tonu,oui
KWANGO,Feshi,Utadi,oui
KWANGO,Kisandji,Kabanga Mukeu,oui
KWANGO,Kisandji,Kambondo,oui
KWANGO,Kisandji,Kimbulu,oui
KWANGO,Kisandji,Kingondji,oui
KWANGO,Kisandji,Kisandji,oui
KWANGO,Kisandji,Kisenda,oui
KWANGO,Kisandji,Kitanda,oui
KWANGO,Kisandji,Mukoso,oui
KWANGO,Kisandji,Mukundu,oui
KWANGO,Kisandji,Ngoma,oui
KWANGO,Kisandji,Pombo,oui
KWANGO,Kisandji,Shamwana,oui
KWANGO,Mwela-Lembwa,Buka Luba,oui
KWANGO,Mwela-Lembwa,Kandi Lukeni,oui
KWANGO,Mwela-Lembwa,Kabolo,oui
KWANGO,Mwela-Lembwa,Kasombo,oui
KWANGO,Mwela-Lembwa,Katambi,oui
KWANGO,Mwela-Lembwa,Kingungu,oui
KWANGO,Mwela-Lembwa,Mafuti,oui
KWANGO,Mwela-Lembwa,Mahungu,oui
KWANGO,Mwela-Lembwa,Muboso,oui
KWANGO,Mwela-Lembwa,Mwana Basila,oui
KWANGO,Mwela-Lembwa,Mwela Lembwa,oui
KWANGO,Mwela-Lembwa,Nganaketi,oui
KWANGO,Mwela-Lembwa,Ngudikama,oui
KWANGO,Mwela-Lembwa,Tsaku Malapu,oui
KWANGO,Kahemba,Bangu,oui
KWANGO,Kahemba,Bindu,oui
KWANGO,Kahemba,Bumba,oui
KWANGO,Kahemba,Conseil Lutshima,oui
KWANGO,Kahemba,Kabama,oui
KWANGO,Kahemba,Kabongo,oui
KWANGO,Kahemba,Kahemba,oui
KWANGO,Kahemba,Kamabanga,oui
KWANGO,Kahemba,Kamayala,oui
KWANGO,Kahemba,Kamba-Luazo,oui
KWANGO,Kahemba,Kamba-Nguya,oui
KWANGO,Kahemba,Kambuela,oui
KWANGO,Kahemba,Kanuma,oui
KWANGO,Kahemba,Kasasa,oui
KWANGO,Kahemba,Kunganene,oui
KWANGO,Kahemba,Muloshi,oui
KWANGO,Kahemba,Mwamushiko,oui
KWANGO,Kahemba,Mwasenge,oui
KWANGO,Kahemba,Napasa,oui
KWANGO,Kahemba,Shakufwa,oui
KWANGO,Kahemba,Shakungu,oui
KWANGO,Kahemba,Shamalenge,oui
KWANGO,Kahemba,Shamukwale,oui
KWANGO,Kahemba,Shamusenga,oui
KWANGO,Kahemba,Sukisa Kabila,oui
KWANGO,Kahemba,Tshifwameso,oui
KWANGO,Kahemba,Tshitambi,oui
KWANGO,Kahemba,Tshiweka,oui
KWANGO,Kajiji,Bwana-Mutombo,oui
KWANGO,Kajiji,Esengo,oui
KWANGO,Kajiji,Kambansengo,oui
KWANGO,Kajiji,Kajiji,oui
KWANGO,Kajiji,Kambangu,oui
KWANGO,Kajiji,Kapinipini,oui
KWANGO,Kajiji,Lwakonda,oui
KWANGO,Kajiji,Mudikalunga,oui
KWANGO,Kajiji,Mutetami,oui
KWANGO,Kajiji,Muwanda,oui
KWANGO,Kajiji,Mwakatende,oui
KWANGO,Kajiji,Mwendjila,oui
KWANGO,Kajiji,Nzofu,oui
KWANGO,Kajiji,Shakalongo,oui
KWANGO,Kajiji,Shamatahu,oui
KWANGO,Kajiji,Shauyanga,oui
KWANGO,Kajiji,Tshangata,oui
KWANGO,Kajiji,Tshitoyo,oui
KWANGO,Kasongo Lunda,Bangi,oui
KWANGO,Kasongo Lunda,Buka Lusengi,oui
KWANGO,Kasongo Lunda,Dibulu,oui
KWANGO,Kasongo Lunda,Kimbembo,oui
KWANGO,Kasongo Lunda,Kingunda,oui
KWANGO,Kasongo Lunda,Kipanzu,oui
KWANGO,Kasongo Lunda,Kishiama,oui
KWANGO,Kasongo Lunda,Madiadia,oui
KWANGO,Kasongo Lunda,Mahuangi,oui
KWANGO,Kasongo Lunda,Manzengele,oui
KWANGO,Kasongo Lunda,Matamba Solo,oui
KWANGO,Kasongo Lunda,Muana Muyombo,oui
KWANGO,Kasongo Lunda,Muela Mbwandu,oui
KWANGO,Kasongo Lunda,Mulundu,oui
KWANGO,Kasongo Lunda,Munganda,oui
KWANGO,Kasongo Lunda,Ntemo,oui
KWANGO,Kasongo Lunda,Nzakimwena,oui
KWANGO,Kasongo Lunda,Zhiabunkete,oui
KWANGO,Kitenda,Bamba,oui
KWANGO,Kitenda,Bondo-Pokoso,oui
KWANGO,Kitenda,Fwangongo,oui
KWANGO,Kitenda,Kimbwasa,oui
KWANGO,Kitenda,Kazembe,oui
KWANGO,Kitenda,Kimwambu,oui
KWANGO,Kitenda,Kitenda,oui
KWANGO,Kitenda,Makenzi,oui
KWANGO,Kitenda,Mazembe,oui
KWANGO,Kitenda,Mihala,oui
KWANGO,Kitenda,Mukondo,oui
KWANGO,Kitenda,Mukundji,oui
KWANGO,Kitenda,Mwana-Uta,oui
KWANGO,Kitenda,Mwela Kassa,oui
KWANGO,Kitenda,Sefu,oui
KWANGO,Kitenda,Swakibula,oui
KWANGO,Kitenda,Yenga Lusundji,oui
KWANGO,Panzi,BukaKalau,oui
KWANGO,Panzi,Kabeya-Mbamba,oui
KWANGO,Panzi,Kambanji,oui
KWANGO,Panzi,Kambundi,oui
KWANGO,Panzi,Kasandji,oui
KWANGO,Panzi,Kawana,oui
KWANGO,Panzi,Kiala-Kamba,oui
KWANGO,Panzi,Kiama,oui
KWANGO,Panzi,Kibunda I,oui
KWANGO,Panzi,Kibunda II,oui
KWANGO,Panzi,Kingwangala,oui
KWANGO,Panzi,Manzengele,oui
KWANGO,Panzi,Mazinda,oui
KWANGO,Panzi,Mukalakata,oui
KWANGO,Panzi,Mukanza,oui
KWANGO,Panzi,Mwini-Ngulu,oui
KWANGO,Panzi,Nzamba,oui
KWANGO,Panzi,Panzi,oui
KWANGO,Panzi,Shabenge,oui
KWANGO,Panzi,Tambu Tseke,oui
KWANGO,Panzi,Tsakala Panzi,oui
KWANGO,Tembo,Kahungula,oui
KWANGO,Tembo,Kapita Suka,oui
KWANGO,Tembo,Kinkole,oui
KWANGO,Tembo,Kisadi,oui
KWANGO,Tembo,Mawangu,oui
KWANGO,Tembo,Ngombiatumba,oui
KWANGO,Tembo,Ngundu Mayala,oui
KWANGO,Tembo,Nzasimwazi,oui
KWANGO,Tembo,Samasangu,oui
KWANGO,Tembo,Suayamfu,oui
KWANGO,Tembo,Suka Mbundu,oui
KWANGO,Tembo,Talamatunga,oui
KWANGO,Tembo,Tembo Kintwala,oui
KWANGO,Tembo,Yamfukilunga,oui
KWANGO,Wamba Lwadi,Buka-Pongi,oui
KWANGO,Wamba Lwadi,Kabaka Mbangi,oui
KWANGO,Wamba Lwadi,Kapanga,oui
KWANGO,Wamba Lwadi,Kapata,oui
KWANGO,Wamba Lwadi,Kibinda,oui
KWANGO,Wamba Lwadi,Kingulu,oui
KWANGO,Wamba Lwadi,Mahanga Plateaux,oui
KWANGO,Wamba Lwadi,Maigo,oui
KWANGO,Wamba Lwadi,Manenga,oui
KWANGO,Wamba Lwadi,Mawanga,oui
KWANGO,Wamba Lwadi,Mukumbi,oui
KWANGO,Wamba Lwadi,Mwaku-Yala,oui
KWANGO,Wamba Lwadi,Nzamba Fuangi,oui
KWANGO,Wamba Lwadi,Pelende,oui
KWANGO,Wamba Lwadi,Wamba-Luadi,oui
KWANGO,Boko,Bitadiluasa,oui
KWANGO,Boko,Boko,oui
KWANGO,Boko,Bukanga Lonzo,oui
KWANGO,Boko,Dinga,oui
KWANGO,Boko,Duri Mpangi,oui
KWANGO,Boko,Inzioko,oui
KWANGO,Boko,Kabuba,oui
KWANGO,Boko,Kasandji,oui
KWANGO,Boko,Kasinsi,oui
KWANGO,Boko,Kitati,oui
KWANGO,Boko,Lonzo,oui
KWANGO,Boko,Mbindanseke,oui
KWANGO,Boko,Mukukulu Tseke,oui
KWANGO,Boko,Mutombo,oui
KWANGO,Boko,Muyalala,oui
KWANGO,Boko,Pont Kwango,oui
KWANGO,Boko,Takundi,oui
KWANGO,Boko,Tsakala Mbewu,oui
KWANGO,Boko,Iniangi,oui
KWANGO,Kenge,Bangongo,oui
KWANGO,Kenge,Barriere,oui
KWANGO,Kenge,CBCO,oui
KWANGO,Kenge,Fasamba,oui
KWANGO,Kenge,Gabia,oui
KWANGO,Kenge,Kalenge,oui
KWANGO,Kenge,Kikongo-Lwasa,oui
KWANGO,Kenge,Kimafu,oui
KWANGO,Kenge,Kobo,oui
KWANGO,Kenge,Kolokoso,oui
KWANGO,Kenge,Makiala,oui
KWANGO,Kenge,Makiosi,oui
KWANGO,Kenge,Misele,oui
KWANGO,Kenge,Mukila,oui
KWANGO,Kenge,Musangu Tsay,oui
KWANGO,Kenge,Pont Wamba,oui
KWANGO,Kenge,Saint-Esprit,oui
KWANGO,Kenge,Swa Bangu,oui
KWANGO,Kimbau,Ibumbu,oui
KWANGO,Kimbau,Kabuita,oui
KWANGO,Kimbau,Kambundi Bobila,oui
KWANGO,Kimbau,Kiamfu Kinzadi,oui
KWANGO,Kimbau,Kibengele,oui
KWANGO,Kimbau,Kibwila,oui
KWANGO,Kimbau,Kimbau,oui
KWANGO,Kimbau,Kindi,oui
KWANGO,Kimbau,Kinzau Putu Kanda,oui
KWANGO,Kimbau,Kiyenga,oui
KWANGO,Kimbau,Lukuni Wamba,oui
KWANGO,Kimbau,Mosamba,oui
KWANGO,Kimbau,Mukata,oui
KWANGO,Kimbau,Mukulutu,oui
KWANGO,Kimbau,Mukutu,oui
KWANGO,Kimbau,Mutoni Toy,oui
KWANGO,Kimbau,Kidima,oui
KWANGO,Popokabaka,Cité Popokabaka I,oui
KWANGO,Popokabaka,Cité Popokabaka II,oui
KWANGO,Popokabaka,Dengo,oui
KWANGO,Popokabaka,Imbela,oui
KWANGO,Popokabaka,Imwela,oui
KWANGO,Popokabaka,Ingasi,oui
KWANGO,Popokabaka,Intenga,oui
KWANGO,Popokabaka,Ipongi,oui
KWANGO,Popokabaka,Iyimbi Mbingila,oui
KWANGO,Popokabaka,Kabama,oui
KWANGO,Popokabaka,Kabangu,oui
KWANGO,Popokabaka,Kalala,oui
KWANGO,Popokabaka,Kangwenzi,oui
KWANGO,Popokabaka,Kenge Muniungu,oui
KWANGO,Popokabaka,Kiamfu Kinzadi,oui
KWANGO,Popokabaka,Kingunzi,oui
KWANGO,Popokabaka,Kisoma,oui
KWANGO,Popokabaka,Kiundundu,oui
KWANGO,Popokabaka,Lusanga,oui
KWANGO,Popokabaka,Malungu,oui
KWANGO,Popokabaka,Mambengi,oui
KWANGO,Popokabaka,Mukila Ndondo,oui
KWANGO,Popokabaka,Mutayi,oui
KWANGO,Popokabaka,Mutombo Yamfu,oui
KWANGO,Popokabaka,Mutsanga,oui
KWANGO,Popokabaka,Ngasa,oui
KWANGO,Popokabaka,Secteur Popo,oui
KWANGO,Popokabaka,Tsunza,oui
KONGO CENTRAL,Boma,Boma Ville,oui
KONGO CENTRAL,Boma,Buanionzi,oui
KONGO CENTRAL,Boma,Bunzi,oui
KONGO CENTRAL,Boma,Kalamu,oui
KONGO CENTRAL,Boma,Kimbangu A,oui
KONGO CENTRAL,Boma,Kimbangu B,oui
KONGO CENTRAL,Boma,Kiveve,oui
KONGO CENTRAL,Boma,Ngomuila,oui
KONGO CENTRAL,Boma,Rond Point,oui
KONGO CENTRAL,Boma,Seka Mbote,oui
KONGO CENTRAL,Boma,Sinai,oui
KONGO CENTRAL,Boma Bungu,Kanzi,oui
KONGO CENTRAL,Boma Bungu,Katala,oui
KONGO CENTRAL,Boma Bungu,Km VIII,oui
KONGO CENTRAL,Boma Bungu,Kuidi,oui
KONGO CENTRAL,Boma Bungu,Lovo,oui
KONGO CENTRAL,Boma Bungu,Mao,oui
KONGO CENTRAL,Boma Bungu,Nzadi Kongo,oui
KONGO CENTRAL,Boma Bungu,Seke-Di-Mazanza,oui
KONGO CENTRAL,Boma Bungu,Tsumba Kituti,oui
KONGO CENTRAL,Kangu,Kangu,oui
KONGO CENTRAL,Kangu,Kayi Duanga,oui
KONGO CENTRAL,Kangu,Kiniati,oui
KONGO CENTRAL,Kangu,Kungu Mbambi,oui
KONGO CENTRAL,Kangu,Loangu Luvungu,oui
KONGO CENTRAL,Kangu,Mbata Mbengi,oui
KONGO CENTRAL,Kangu,Nganda Tsundi,oui
KONGO CENTRAL,Kangu,Nlundu Matende,oui
KONGO CENTRAL,Kangu,Nsioni,oui
KONGO CENTRAL,Kangu,Tsanga Mbamba,oui
KONGO CENTRAL,Kangu,Yenzi,oui
KONGO CENTRAL,Kinkonzi,Kai-Mbaku,oui
KONGO CENTRAL,Kinkonzi,Kifuma-Ngimbi,oui
KONGO CENTRAL,Kinkonzi,Kinkonzi,oui
KONGO CENTRAL,Kinkonzi,Kiobo-Ngoyi,oui
KONGO CENTRAL,Kinkonzi,Kitsaku,oui
KONGO CENTRAL,Kinkonzi,Kivala-Tadi,oui
KONGO CENTRAL,Kinkonzi,Maduda,oui
KONGO CENTRAL,Kinkonzi,Nkondo Mayeka,oui
KONGO CENTRAL,Kinkonzi,Palanga,oui
KONGO CENTRAL,Kinkonzi,Tsanga-Ngoma,oui
KONGO CENTRAL,Kitona,Baki Ville,oui
KONGO CENTRAL,Kitona,Banana,oui
KONGO CENTRAL,Kitona,Camp des  Permanents,oui
KONGO CENTRAL,Kitona,Malela,oui
KONGO CENTRAL,Kitona,Troupe,oui
KONGO CENTRAL,Kizu,Kivunda,oui
KONGO CENTRAL,Kizu,Kizu,oui
KONGO CENTRAL,Kizu,Luvu,oui
KONGO CENTRAL,Kizu,Mimvanza,oui
KONGO CENTRAL,Kizu,Niolo,oui
KONGO CENTRAL,Kizu,Tuidi,oui
KONGO CENTRAL,Kuimba,Buende Kasam,oui
KONGO CENTRAL,Kuimba,Dizi Mission,oui
KONGO CENTRAL,Kuimba,Kayi  Tsanga,oui
KONGO CENTRAL,Kuimba,Kayi Kuimba,oui
KONGO CENTRAL,Kuimba,Khodo Tembe,oui
KONGO CENTRAL,Kuimba,Mbata Minsinga,oui
KONGO CENTRAL,Kuimba,Fundu Nzobe,oui
KONGO CENTRAL,Kuimba,Nganda Ndingi,oui
KONGO CENTRAL,Kuimba,Sebo Nzebo,oui
KONGO CENTRAL,Kuimba,Tsanga Nord,oui
KONGO CENTRAL,Kuimba,Yema Ntene,oui
KONGO CENTRAL,Lukula,Bangunza,oui
KONGO CENTRAL,Lukula,Kai-Vemba,oui
KONGO CENTRAL,Lukula,Khuvi Matanga,oui
KONGO CENTRAL,Lukula,Kimbianga,oui
KONGO CENTRAL,Lukula,Kinsundi A,oui
KONGO CENTRAL,Lukula,Kinsundi B,oui
KONGO CENTRAL,Lukula,Kinzinzi,oui
KONGO CENTRAL,Lukula,Lukula,oui
KONGO CENTRAL,Lukula,Mbambi,oui
KONGO CENTRAL,Lukula,Mbata Nlundu,oui
KONGO CENTRAL,Lukula,Mfuiki,oui
KONGO CENTRAL,Lukula,Mvuangu,oui
KONGO CENTRAL,Lukula,Ngandu,oui
KONGO CENTRAL,Lukula,Patu,oui
KONGO CENTRAL,Lukula,Vungu-Sabu,oui
KONGO CENTRAL,Tshela,Dibindu,oui
KONGO CENTRAL,Tshela,District,oui
KONGO CENTRAL,Tshela,Kiduanga,oui
KONGO CENTRAL,Tshela,Kikhokolo,oui
KONGO CENTRAL,Tshela,Minionzi,oui
KONGO CENTRAL,Tshela,Nganda Mbemba,oui
KONGO CENTRAL,Tshela,Nganda Tsundi,oui
KONGO CENTRAL,Tshela,Thotamasing,oui
KONGO CENTRAL,Tshela,Yema di Yangi,oui
KONGO CENTRAL,Vaku,Bula Naku,oui
KONGO CENTRAL,Vaku,Khami,oui
KONGO CENTRAL,Vaku,Khele,oui
KONGO CENTRAL,Vaku,Khesa,oui
KONGO CENTRAL,Vaku,Kikadulu,oui
KONGO CENTRAL,Vaku,Kikuembo,oui
KONGO CENTRAL,Vaku,Kiolo,oui
KONGO CENTRAL,Vaku,Loango Bendo,oui
KONGO CENTRAL,Vaku,Loangu Centre,oui
KONGO CENTRAL,Vaku,Mbala,oui
KONGO CENTRAL,Inga,Inga,oui
KONGO CENTRAL,Inga,Kimvunza,oui
KONGO CENTRAL,Inga,Kindamvu Saka,oui
KONGO CENTRAL,Inga,Kionzo Yalala,oui
KONGO CENTRAL,Inga,Mvula Matadi,oui
KONGO CENTRAL,Inga,Mvuzi,oui
KONGO CENTRAL,Inga,Nsanda,oui
KONGO CENTRAL,Inga,Sanzala,oui
KONGO CENTRAL,Inga,Vanga,oui
KONGO CENTRAL,Inga,Vunda,oui
KONGO CENTRAL,Kibunzi,Kibunzi,oui
KONGO CENTRAL,Kibunzi,Ngombe Mbeya,oui
KONGO CENTRAL,Kibunzi,Nsundi Ntombo,oui
KONGO CENTRAL,Kibunzi,Kinkenge,oui
